OccurrencePrecinctCode,latitude,longitude,Injury_or_Fatal,desc,CollisionID,CollisionKey,Collision_ at_Intersection,IntersectionAddress,IntersectingStreet,CrossStreet,CollisionVehicleCount,CollisionInjuredCount,CollisionKilledCount,Vehicles_or_MotoristsInvolved,PersonsInjured,PersonsKilled,MotoristsInjured,MotoristsKilled,PassengInjured,PassengKilled,CyclistsInjured,CyclistsKilled,PedestrInjured,PedestrKilled,Bicycle,Int,Magnitude
10,39.1788101,-96.5618362,0,"Manhattan, KS",2.02E+12,148209459,3,LINCOLN TUNNEL APPROACH&&WEST 36 STREET,LINCOLN TUNNEL APPROACH,WEST 36 STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"LINCOLN TUNNEL APPROACH & WEST 36 STREET, Manhattan",1
10,39.1788101,-96.5618362,0,"Manhattan, KS",2.02E+12,148084259,1,LINCOLN TUNNEL APPROACH&&WEST 40 STREET,LINCOLN TUNNEL APPROACH,WEST 40 STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"LINCOLN TUNNEL APPROACH & WEST 40 STREET, Manhattan",1
13,39.1788101,-96.5618362,0,"Manhattan, KS",2.02E+12,147713958,1,EAST 15 STREET&&PERLMAN PLACE,EAST 15 STREET,PERLMAN PLACE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EAST 15 STREET & PERLMAN PLACE, Manhattan",1
1,40.7014612,-74.0125335,0,"Whitehall St & South St, New York, NY 10004",2.02E+12,147931781,1,SOUTH STREET&&WHITEHALL STREET,WHITEHALL STREET,SOUTH STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WHITEHALL STREET & SOUTH STREET, Manhattan",1
1,40.7017751,-74.0111675,0,"South St & Broad St, New York, NY 10004",2.02E+12,147957076,1,BROAD STREET&&SOUTH STREET,SOUTH STREET,BROAD STREET,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"SOUTH STREET & BROAD STREET, Manhattan",1
1,40.7024148,-74.0128265,0,"State St & Whitehall St, New York, NY 10004",2.02E+12,147837927,1,STATE STREET&&WHITEHALL STREET,STATE STREET,WHITEHALL STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"STATE STREET & WHITEHALL STREET, Manhattan",1
1,40.7029573,-74.011498,0,"Water St & Broad St, New York, NY 10004",2.02E+12,147957077,1,BROAD STREET&&WATER STREET,WATER STREET,BROAD STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WATER STREET & BROAD STREET, Manhattan",1
1,40.7031673,-74.0144528,0,"Pearl St & State St, New York, NY 10004",2.02E+12,147976551,1,PEARL STREET&&STATE STREET,PEARL STREET,STATE STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,"PEARL STREET & STATE STREET, Manhattan",1
1,40.7034796,-74.0115961,0,"Broad St & Pearl St, New York, NY 10004",2.02E+12,147574632,1,BROAD STREET&&PEARL STREET,BROAD STREET,PEARL STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"BROAD STREET & PEARL STREET, Manhattan",1
1,40.7036048,-74.0143887,0,"State St & Bridge St, New York, NY 10004",2.02E+12,147995637,1,BRIDGE STREET&&STATE STREET,STATE STREET,BRIDGE STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"STATE STREET & BRIDGE STREET, Manhattan",1
1,40.7036048,-74.0143887,0,"Bridge St & State St, New York, NY 10004",2.02E+12,148026204,2,BRIDGE STREET&&STATE STREET,BRIDGE STREET,STATE STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"BRIDGE STREET & STATE STREET, Manhattan",1
1,40.7038018,-74.0083336,0,"Front St & Old Slip, New York, NY 10005",2.02E+12,147596154,1,FRONT STREET&&OLD SLIP,FRONT STREET,OLD SLIP,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"FRONT STREET & OLD SLIP, Manhattan",1
1,40.7038018,-74.0083336,0,"Old Slip & Front St, New York, NY 10005",2.02E+12,147737273,2,FRONT STREET&&OLD SLIP,OLD SLIP,FRONT STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"OLD SLIP & FRONT STREET, Manhattan",1
1,40.7040482,-74.0131968,0,"Stone St & Whitehall St, New York, NY 10004",2.02E+12,147870113,1,STONE STREET&&WHITEHALL STREET,STONE STREET,WHITEHALL STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"STONE STREET & WHITEHALL STREET, Manhattan",1
1,40.7040767,-74.008988,0,"Water St & Hanover Sq, New York, NY 10005",2.02E+12,147544357,1,HANOVER SQUARE&&WATER STREET,WATER STREET,HANOVER SQUARE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WATER STREET & HANOVER SQUARE, Manhattan",1
1,40.7040829,-74.0089819,0,"Water St & Old Slip, New York, NY 10005",2.02E+12,147456595,1,OLD SLIP&&WATER STREET,WATER STREET,OLD SLIP,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WATER STREET & OLD SLIP, Manhattan",1
1,40.7042737,-73.9825624,0,"John St & Gold St, Brooklyn, NY 11201",2.02E+12,148147624,1,GOLD STREET&&JOHN STREET,JOHN STREET,GOLD STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"JOHN STREET & GOLD STREET, Manhattan",1
1,40.7048131,-74.0149493,0,"Battery Pl & Greenwich St, New York, NY 10004",2.02E+12,147650361,1,BATTERY PLACE&&GREENWICH STREET,BATTERY PLACE,GREENWICH STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"BATTERY PLACE & GREENWICH STREET, Manhattan",1
1,40.7048195,-74.0069185,0,"Wall St & Front St, New York, NY 10005",2.02E+12,148330034,1,FRONT STREET&&WALL STREET,WALL STREET,FRONT STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WALL STREET & FRONT STREET, Manhattan",1
1,40.7049274,-74.0164597,0,"West St & Battery Pl, New York, NY 10006",2.02E+12,147837928,1,BATTERY PLACE&&WEST STREET,WEST STREET,BATTERY PLACE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & BATTERY PLACE, Manhattan",1
1,40.7049274,-74.0164597,0,"West St & Battery Pl, New York, NY 10006",2.02E+12,147870109,2,BATTERY PLACE&&WEST STREET,WEST STREET,BATTERY PLACE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & BATTERY PLACE, Manhattan",1
1,40.7049274,-74.0164597,1,"West St & Battery Pl, New York, NY 10006",2.02E+12,147902981,3,BATTERY PLACE&&WEST STREET,WEST STREET,BATTERY PLACE,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,"WEST STREET & BATTERY PLACE, Manhattan",1
1,40.7049274,-74.0164597,0,"Battery Pl & West St, New York, NY 10004",2.02E+12,147931787,4,BATTERY PLACE&&WEST STREET,BATTERY PLACE,WEST STREET,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BATTERY PLACE & WEST STREET, Manhattan",1
1,40.7049274,-74.0164597,0,"West St & Battery Pl, New York, NY 10006",2.02E+12,147957080,5,BATTERY PLACE&&WEST STREET,WEST STREET,BATTERY PLACE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & BATTERY PLACE, Manhattan",1
1,40.7049648,-74.0115494,1,"Broad St & Beaver St, New York, NY 10004",2.02E+12,147805541,1,BEAVER STREET&&BROAD STREET,BROAD STREET,BEAVER STREET,1,2,0,1,2,0,1,0,1,0,0,0,0,0,0,"BROAD STREET & BEAVER STREET, Manhattan",1
1,40.7049648,-74.0115494,0,"Broad St & Beaver St, New York, NY 10004",2.02E+12,147870116,2,BEAVER STREET&&BROAD STREET,BROAD STREET,BEAVER STREET,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BROAD STREET & BEAVER STREET, Manhattan",1
1,40.7050384,-74.0133246,0,"Broadway & Beaver St, New York, NY 10004",2.02E+12,147516765,1,BEAVER STREET&&BROADWAY,BROADWAY,BEAVER STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"BROADWAY & BEAVER STREET, Manhattan",1
1,40.7051798,-74.0073965,0,"Water St & Wall St, New York, NY 10005",2.02E+12,147615680,1,WALL STREET&&WATER STREET,WATER STREET,WALL STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WATER STREET & WALL STREET, Manhattan",1
1,40.7051798,-74.0073965,0,"Water St & Wall St, New York, NY 10005",2.02E+12,148176306,2,WALL STREET&&WATER STREET,WATER STREET,WALL STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WATER STREET & WALL STREET, Manhattan",1
1,40.7053119,-74.0062096,0,"Front St & Pine St, New York, NY 10005",2.02E+12,148026201,1,FRONT STREET&&PINE STREET,FRONT STREET,PINE STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"FRONT STREET & PINE STREET, Manhattan",1
1,40.7056285,-74.00674,0,"Water St & Pine St, New York, NY 10005",2.02E+12,148084227,1,PINE STREET&&WATER STREET,WATER STREET,PINE STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WATER STREET & PINE STREET, Manhattan",1
1,40.705865,-74.0132474,0,"Broadway & Morris St, New York, NY 10006",2.02E+12,148054385,1,BROADWAY&&MORRIS STREET,BROADWAY,MORRIS STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"BROADWAY & MORRIS STREET, Manhattan",1
1,40.7062242,-74.0143393,0,"Morris St & Greenwich St, New York, NY 10004",2.02E+12,147931776,1,GREENWICH STREET&&MORRIS STREET,MORRIS STREET,GREENWICH STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"MORRIS STREET & GREENWICH STREET, Manhattan",1
1,40.7062377,-74.0031647,0,"South St & Fulton St, New York, NY 10038",2.02E+12,147995641,1,FULTON STREET&&SOUTH STREET,SOUTH STREET,FULTON STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"SOUTH STREET & FULTON STREET, Manhattan",1
1,40.7063738,-74.0071115,0,"Cedar St & Pearl St, New York, NY 10005",2.02E+12,147456585,1,CEDAR STREET&&PEARL STREET,CEDAR STREET,PEARL STREET,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"CEDAR STREET & PEARL STREET, Manhattan",1
1,40.7065517,-74.011872,0,"Exchange Pl & New St, New York, NY 10004",2.02E+12,147544355,1,EXCHANGE PLACE&&NEW STREET,EXCHANGE PLACE,NEW STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"EXCHANGE PLACE & NEW STREET, Manhattan",1
1,40.7066585,-74.0159354,0,"West St & Morris St, New York, NY 10006",2.02E+12,147685366,1,MORRIS STREET&&WEST STREET,WEST STREET,MORRIS STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & MORRIS STREET, Manhattan",1
1,40.7066585,-74.0159354,0,"West St & Morris St, New York, NY 10006",2.02E+12,147685370,2,MORRIS STREET&&WEST STREET,WEST STREET,MORRIS STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & MORRIS STREET, Manhattan",1
1,40.7066585,-74.0159354,0,"West St & Morris St, New York, NY 10006",2.02E+12,147902994,3,MORRIS STREET&&WEST STREET,WEST STREET,MORRIS STREET,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & MORRIS STREET, Manhattan",1
1,40.7067137,-74.0023285,0,"South St & Beekman St, New York, NY 10038",2.02E+12,147976548,1,BEEKMAN STREET&&SOUTH STREET,SOUTH STREET,BEEKMAN STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"SOUTH STREET & BEEKMAN STREET, Manhattan",1
1,40.7068641,-74.0050069,0,"Water St & John St, New York, NY 10038",2.02E+12,147685365,1,JOHN STREET&&WATER STREET,WATER STREET,JOHN STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WATER STREET & JOHN STREET, Manhattan",1
1,40.7069816,-74.0064612,0,"Pearl St & Fletcher St, New York, NY 10038",2.02E+12,148026205,1,FLETCHER STREET&&PEARL STREET,PEARL STREET,FLETCHER STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"PEARL STREET & FLETCHER STREET, Manhattan",1
1,40.7072241,-74.0027411,0,"Front St & Beekman St, New York, NY 10038",2.02E+12,148026208,1,BEEKMAN STREET&&FRONT STREET,FRONT STREET,BEEKMAN STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"FRONT STREET & BEEKMAN STREET, Manhattan",1
1,40.7074419,-74.0040443,0,"Fulton St & Water St, New York, NY 10038",2.02E+12,147574629,1,FULTON STREET&&WATER STREET,FULTON STREET,WATER STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"FULTON STREET & WATER STREET, Manhattan",1
1,40.7074419,-74.0040443,0,"Water St & Fulton St, New York, NY 10038",2.02E+12,147902987,2,FULTON STREET&&WATER STREET,WATER STREET,FULTON STREET,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"WATER STREET & FULTON STREET, Manhattan",1
1,40.7075319,-74.0155959,0,"West St & Joseph P Ward St, New York, NY 10006",2.02E+12,147902991,1,JOSEPH P WARD STREET&&WEST STREET,WEST STREET,JOSEPH P WARD STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & JOSEPH P WARD STREET, Manhattan",1
1,40.7077673,-74.0157648,0,"West St & W Thames St, New York, NY 10280",2.02E+12,147615678,1,WEST STREET&&WEST THAMES STREET,WEST STREET,WEST THAMES STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & WEST THAMES STREET, Manhattan",1
1,40.7077673,-74.0157648,0,"West St & W Thames St, New York, NY 10280",2.02E+12,147837930,2,WEST STREET&&WEST THAMES STREET,WEST STREET,WEST THAMES STREET,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & WEST THAMES STREET, Manhattan",1
1,40.7077673,-74.0157648,0,"W Thames St & West St, New York, NY 10280",2.02E+12,147931778,3,WEST STREET&&WEST THAMES STREET,WEST THAMES STREET,WEST STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST THAMES STREET & WEST STREET, Manhattan",1
1,40.7077722,-74.0129619,0,"Trinity Pl & Rector St, New York, NY 10006",2.02E+12,147995635,1,RECTOR STREET&&TRINITY PLACE,TRINITY PLACE,RECTOR STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"TRINITY PLACE & RECTOR STREET, Manhattan",1
1,40.7078816,-74.0000923,1,"South St & Dover St, New York, NY 10038",2.02E+12,147902986,1,DOVER STREET&&SOUTH STREET,SOUTH STREET,DOVER STREET,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,"SOUTH STREET & DOVER STREET, Manhattan",1
1,40.7079548,-74.0135928,0,"Greenwich St & Rector St, New York, NY 10006",2.02E+12,147765850,1,GREENWICH STREET&&RECTOR STREET,GREENWICH STREET,RECTOR STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"GREENWICH STREET & RECTOR STREET, Manhattan",1
1,40.7079548,-74.0135928,0,"Greenwich St & Rector St, New York, NY 10006",2.02E+12,147805535,2,GREENWICH STREET&&RECTOR STREET,GREENWICH STREET,RECTOR STREET,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"GREENWICH STREET & RECTOR STREET, Manhattan",1
1,40.7084774,-74.0151843,0,"West St & Rector St, New York, NY 10006",2.02E+12,147805530,1,RECTOR STREET&&WEST STREET,WEST STREET,RECTOR STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & RECTOR STREET, Manhattan",1
1,40.7084774,-74.0151843,0,"West St & Rector St, New York, NY 10006",2.02E+12,148147629,2,RECTOR STREET&&WEST STREET,WEST STREET,RECTOR STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & RECTOR STREET, Manhattan",1
1,40.7087636,-74.0096832,1,"Liberty St & Liberty Pl, New York, NY 10005",2.02E+12,147456599,1,LIBERTY PLACE&&LIBERTY STREET,LIBERTY STREET,LIBERTY PLACE,2,1,0,2,1,0,0,0,0,0,1,0,0,0,1,"LIBERTY STREET & LIBERTY PLACE, Manhattan",1
1,40.709058,-74.0169692,1,"Rector Pl & S End Ave, New York, NY 10280",2.02E+12,148131091,1,RECTOR PLACE&&SOUTH END AVENUE,RECTOR PLACE,SOUTH END AVENUE,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,"RECTOR PLACE & SOUTH END AVENUE, Manhattan",1
1,40.7090836,-74.0140484,0,"Carlisle St & Washington St, New York, NY 10006",2.02E+12,147713932,1,CARLISLE STREET&&WASHINGTON STREET,CARLISLE STREET,WASHINGTON STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"CARLISLE STREET & WASHINGTON STREET, Manhattan",1
1,40.7093038,-74.011934,0,"Cedar St & Trinity Pl, New York, NY 10006",2.02E+12,147995639,1,CEDAR STREET&&TRINITY PLACE,CEDAR STREET,TRINITY PLACE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"CEDAR STREET & TRINITY PLACE, Manhattan",1
1,40.7094142,-74.0050953,0,"Gold St & Ann St, New York, NY 10038",2.02E+12,147870112,1,ANN STREET&&GOLD STREET,GOLD STREET,ANN STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"GOLD STREET & ANN STREET, Manhattan",1
1,40.7095227,-74.00841,0,"John St & Nassau St, New York, NY 10038",2.02E+12,148054380,1,JOHN STREET&&NASSAU STREET,JOHN STREET,NASSAU STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"JOHN STREET & NASSAU STREET, Manhattan",1
1,40.7095604,-74.0064415,0,"William St & Fulton St, New York, NY 10038",2.02E+12,147544351,1,FULTON STREET&&WILLIAM STREET,WILLIAM STREET,FULTON STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WILLIAM STREET & FULTON STREET, Manhattan",1
1,40.7095604,-74.0064415,0,"William St & Fulton St, New York, NY 10038",2.02E+12,147805533,2,FULTON STREET&&WILLIAM STREET,WILLIAM STREET,FULTON STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WILLIAM STREET & FULTON STREET, Manhattan",1
1,40.7096583,-74.0048311,1,"Gold St & Beekman St, New York, NY 10038",2.02E+12,147488352,1,BEEKMAN STREET&&GOLD STREET,GOLD STREET,BEEKMAN STREET,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,"GOLD STREET & BEEKMAN STREET, Manhattan",1
1,40.7097016,-74.0116658,0,"Liberty St & Trinity Pl, New York, NY 10006",2.02E+12,148176304,1,LIBERTY STREET&&TRINITY PLACE,LIBERTY STREET,TRINITY PLACE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"LIBERTY STREET & TRINITY PLACE, Manhattan",1
1,40.7097787,-74.0147264,0,"West St & Albany St, New York, NY 10006",2.02E+12,147615674,1,ALBANY STREET&&WEST STREET,WEST STREET,ALBANY STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & ALBANY STREET, Manhattan",1
1,40.7097787,-74.0147264,0,"West St & Albany St, New York, NY 10006",2.02E+12,147650360,2,ALBANY STREET&&WEST STREET,WEST STREET,ALBANY STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & ALBANY STREET, Manhattan",1
1,40.7097787,-74.0147264,0,"West St & Albany St, New York, NY 10006",2.02E+12,147737275,3,ALBANY STREET&&WEST STREET,WEST STREET,ALBANY STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & ALBANY STREET, Manhattan",1
1,40.7097787,-74.0147264,1,"West St & Albany St, New York, NY 10006",2.02E+12,147765845,4,ALBANY STREET&&WEST STREET,WEST STREET,ALBANY STREET,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,"WEST STREET & ALBANY STREET, Manhattan",1
1,40.7097787,-74.0147264,0,"West St & Albany St, New York, NY 10006",2.02E+12,147995644,5,ALBANY STREET&&WEST STREET,WEST STREET,ALBANY STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & ALBANY STREET, Manhattan",1
1,40.7097787,-74.0147264,0,"West St & Albany St, New York, NY 10006",2.02E+12,148026209,6,ALBANY STREET&&WEST STREET,WEST STREET,ALBANY STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & ALBANY STREET, Manhattan",1
5,40.7097841,-73.9960908,0,"Catherine Slip & Water St, New York, NY 10038",2.02E+12,147931790,1,CATHERINE SLIP&&WATER STREET,CATHERINE SLIP,WATER STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"CATHERINE SLIP & WATER STREET, Manhattan",1
5,40.709816,-73.9917844,0,"South St & Pike Slip, New York, NY 10002",2.02E+12,147805556,1,PIKE SLIP&&SOUTH STREET,SOUTH STREET,PIKE SLIP,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"SOUTH STREET & PIKE SLIP, Manhattan",1
1,40.7099133,-74.0060938,0,"Ann St & William St, New York, NY 10038",2.02E+12,147574633,1,ANN STREET&&WILLIAM STREET,ANN STREET,WILLIAM STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"ANN STREET & WILLIAM STREET, Manhattan",1
5,40.7101889,-73.9964804,0,"Catherine St & Cherry St, New York, NY 10038",2.02E+12,148209435,1,CATHERINE STREET&&CHERRY STREET,CATHERINE STREET,CHERRY STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"CATHERINE STREET & CHERRY STREET, Manhattan",1
5,40.7101945,-74.0011215,0,"Avenue of the Finest & Pearl St, New York, NY 10038",2.02E+12,148084240,1,AVENUE OF THE FINEST&&PEARL STREET,AVENUE OF THE FINEST,PEARL STREET,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"AVENUE OF THE FINEST & PEARL STREET, Manhattan",1
1,40.7102196,-74.0077401,0,"Nassau St & Fulton St, New York, NY 10038",2.02E+12,147902995,1,FULTON STREET&&NASSAU STREET,NASSAU STREET,FULTON STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"NASSAU STREET & FULTON STREET, Manhattan",1
1,40.7104042,-74.0056101,0,"Beekman St & William St, New York, NY 10038",2.02E+12,147516764,1,BEEKMAN STREET&&WILLIAM STREET,BEEKMAN STREET,WILLIAM STREET,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"BEEKMAN STREET & WILLIAM STREET, Manhattan",1
7,40.7104846,-73.9866203,1,"South St & Clinton St, New York, NY 10002",2.02E+12,147805564,1,CLINTON STREET&&SOUTH STREET,SOUTH STREET,CLINTON STREET,2,2,0,2,2,0,1,0,1,0,0,0,0,0,0,"SOUTH STREET & CLINTON STREET, Manhattan",1
1,40.7105788,-74.0073849,0,"Nassau St & Ann St, New York, NY 10038",2.02E+12,147976543,1,ANN STREET&&NASSAU STREET,NASSAU STREET,ANN STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"NASSAU STREET & ANN STREET, Manhattan",1
1,40.7110143,-74.0144704,0,"West St & Liberty St, New York, NY 10007",2.02E+12,147456583,1,LIBERTY STREET&&WEST STREET,WEST STREET,LIBERTY STREET,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & LIBERTY STREET, Manhattan",1
1,40.7110143,-74.0144704,0,"West St & Liberty St, New York, NY 10007",2.02E+12,147516769,2,LIBERTY STREET&&WEST STREET,WEST STREET,LIBERTY STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"WEST STREET & LIBERTY STREET, Manhattan",1
1,40.7110143,-74.0144704,0,"Liberty St & West St, New York, NY 10006",2.02E+12,147685367,3,LIBERTY STREET&&WEST STREET,LIBERTY STREET,WEST STREET,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"LIBERTY STREET & WEST STREET, Manhattan",1
